Date,Product Name,Product Category,Price (USD),Quantity Sold,Total Sales (USD),Daily Total Sales (USD)
2020-10-23,Pea seeds,Seeds,30.04,99,2973.96,5322.91
2020-10-23,Trowel,Farming Tools,40.12,11,441.32,5322.91
2020-10-24,Calcium ammonium nitrate,Fertilizers,18.81,98,1843.38,8068.35
2020-10-24,DDT,Pesticides,34.34,59,2026.06,8068.35
2020-10-24,Tomato seeds,Seeds,30.68,31,951.08,8068.35
2020-10-24,Hoe,Farming Tools,47.07,69,3247.83,8068.35
2020-10-25,Calcium ammonium nitrate,Fertilizers,47.13,27,1272.51,2487.33
2020-10-25,Chlorpyrifos,Pesticides,25.21,21,529.41,2487.33
2020-10-25,Cucumber seeds,Seeds,10.03,48,481.44,2487.33
2020-10-25,Seed drills,Farming Tools,5.23,39,203.97,2487.33
2020-10-26,Potassium sulfate,Fertilizers,7.96,19,151.24,2169.41
2020-10-26,Pyrethroids,Pesticides,23.93,21,502.53,2169.41
2020-10-26,Corn seeds,Seeds,23.31,52,1212.12,2169.41
2020-10-26,Machete,Farming Tools,18.97,16,303.52,2169.41
2020-10-27,Calcium ammonium nitrate,Fertilizers,43.38,82,3557.16,9341.84
2020-10-27,Malathion,Pesticides,30.79,93,2863.47,9341.84
2020-10-27,Bean seeds,Seeds,31.68,70,2217.6,9341.84
2020-10-27,Pruning shears,Farming Tools,9.91,71,703.61,9341.84
2020-10-28,Potassium nitrate,Fertilizers,10.24,49,501.76,5953.0599999999995
2020-10-28,Neonicotinoids,Pesticides,21.14,66,1395.24,5953.0599999999995
2020-10-28,Cucumber seeds,Seeds,16.67,96,1600.32,5953.0599999999995
2020-10-28,Harrows,Farming Tools,38.98,63,2455.74,5953.0599999999995
2020-10-29,Calcium ammonium nitrate,Fertilizers,32.97,20,659.4,2118.0
2020-10-29,Glyphosate (Roundup),Pesticides,26.87,10,268.7,2118.0
2020-10-29,Bean seeds,Seeds,7.79,90,701.1,2118.0
2020-10-29,Sprayers,Farming Tools,5.2,94,488.8,2118.0
2020-10-30,Ammonium sulfate,Fertilizers,16.37,44,720.28,3530.1
2020-10-30,Pyrethroids,Pesticides,35.24,17,599.08,3530.1
2020-10-30,Wheat seeds,Seeds,25.11,56,1406.16,3530.1
2020-10-30,Sprayers,Farming Tools,8.21,98,804.58,3530.1
2020-10-31,Triple superphosphate,Fertilizers,39.14,23,900.22,3738.0600000000004
2020-10-31,Carbaryl (Sevin),Pesticides,30.38,55,1670.9,3738.0600000000004
2020-10-31,Wheat seeds,Seeds,13.76,12,165.12,3738.0600000000004
2020-10-31,Rake,Farming Tools,16.98,59,1001.82,3738.0600000000004
2020-11-01,Potassium chloride,Fertilizers,28.46,82,2333.72,7605.969999999999
2020-11-01,Permethrin,Pesticides,34.73,73,2535.29,7605.969999999999
2020-11-01,Pea seeds,Seeds,49.07,28,1373.96,7605.969999999999
2020-11-01,Garden fork,Farming Tools,29.0,47,1363.0,7605.969999999999
2020-11-02,Ammonium nitrate,Fertilizers,20.39,17,346.63,3950.51
2020-11-02,Imidacloprid,Pesticides,32.68,67,2189.56,3950.51
2020-11-02,Bean seeds,Seeds,40.55,18,729.9,3950.51
2020-11-02,Garden fork,Farming Tools,10.37,66,684.42,3950.51
2020-11-03,Superphosphate,Fertilizers,16.06,82,1316.92,6626.16
2020-11-03,Imidacloprid,Pesticides,38.2,43,1642.6,6626.16
2020-11-03,Pea seeds,Seeds,26.97,20,539.4,6626.16
2020-11-03,Rake,Farming Tools,42.26,74,3127.24,6626.16
2020-11-04,Potassium chloride,Fertilizers,28.72,55,1579.6,7637.23
2020-11-04,Permethrin,Pesticides,5.25,61,320.25,7637.23
2020-11-04,Pea seeds,Seeds,26.51,39,1033.89,7637.23
2020-11-04,Plows,Farming Tools,47.51,99,4703.49,7637.23
2020-11-05,Ammonium sulfate,Fertilizers,38.59,67,2585.53,3836.6000000000004
2020-11-05,Neonicotinoids,Pesticides,8.05,61,491.05,3836.6000000000004
2020-11-05,Cucumber seeds,Seeds,19.97,10,199.7,3836.6000000000004
2020-11-05,Wheelbarrow,Farming Tools,16.48,34,560.32,3836.6000000000004
2020-11-06,Potassium nitrate,Fertilizers,12.07,97,1170.79,2151.2799999999997
2020-11-06,DDT,Pesticides,8.19,20,163.8,2151.2799999999997
2020-11-06,Wheat seeds,Seeds,5.86,54,316.44,2151.2799999999997
2020-11-06,Machete,Farming Tools,33.35,15,500.25,2151.2799999999997
2020-11-07,Potassium chloride,Fertilizers,19.3,99,1910.7,5360.13
2020-11-07,Neonicotinoids,Pesticides,47.28,31,1465.68,5360.13
2020-11-07,Wheat seeds,Seeds,31.3,60,1878.0,5360.13
2020-11-07,Sprayers,Farming Tools,7.05,15,105.75,5360.13
2020-11-08,Calcium ammonium nitrate,Fertilizers,28.61,71,2031.31,4471.629999999999
2020-11-08,Imidacloprid,Pesticides,7.4,23,170.2,4471.629999999999
2020-11-08,Bean seeds,Seeds,47.39,44,2085.16,4471.629999999999
2020-11-08,Plows,Farming Tools,5.78,32,184.96,4471.629999999999
2020-11-09,Potassium nitrate,Fertilizers,38.02,89,3383.78,11653.23
2020-11-09,Imidacloprid,Pesticides,26.98,98,2644.04,11653.23
2020-11-09,Soybean seeds,Seeds,40.93,93,3806.49,11653.23
2020-11-09,Hand cultivator,Farming Tools,49.16,37,1818.92,11653.23
2020-11-10,Urea,Fertilizers,25.24,12,302.88,5107.0
2020-11-10,Glyphosate (Roundup),Pesticides,43.49,59,2565.91,5107.0
2020-11-10,Sunflower seeds,Seeds,17.42,73,1271.66,5107.0
2020-11-10,Seed drills,Farming Tools,14.87,65,966.55,5107.0
2020-11-11,Ammonium nitrate,Fertilizers,41.1,56,2301.6,4262.41
2020-11-11,Chlorpyrifos,Pesticides,9.02,86,775.72,4262.41
2020-11-11,Tomato seeds,Seeds,26.98,33,890.34,4262.41
2020-11-11,Hoe,Farming Tools,11.79,25,294.75,4262.41
2020-11-12,Urea,Fertilizers,35.19,44,1548.36,3142.58
2020-11-12,Chlorpyrifos,Pesticides,48.51,12,582.12,3142.58
2020-11-12,Pea seeds,Seeds,12.75,62,790.5,3142.58
2020-11-12,Hoe,Farming Tools,5.54,40,221.6,3142.58
2020-11-13,Triple superphosphate,Fertilizers,7.89,90,710.1,7721.57
2020-11-13,Chlorpyrifos,Pesticides,23.95,85,2035.75,7721.57
2020-11-13,Corn seeds,Seeds,41.88,97,4062.36,7721.57
2020-11-13,Harrows,Farming Tools,18.64,49,913.36,7721.57
2020-11-14,Superphosphate,Fertilizers,46.99,88,4135.12,9338.6
2020-11-14,Pyrethroids,Pesticides,9.57,46,440.22,9338.6
2020-11-14,Corn seeds,Seeds,22.42,64,1434.88,9338.6
2020-11-14,Fork,Farming Tools,33.62,99,3328.38,9338.6
2020-11-15,Diammonium phosphate,Fertilizers,6.17,73,450.41,8053.35
2020-11-15,Carbaryl (Sevin),Pesticides,8.2,73,598.6,8053.35
2020-11-15,Soybean seeds,Seeds,49.42,94,4645.48,8053.35
2020-11-15,Shovel,Farming Tools,24.07,98,2358.86,8053.35
2020-11-16,Potassium nitrate,Fertilizers,5.04,97,488.88,6324.54
2020-11-16,Carbaryl (Sevin),Pesticides,10.24,34,348.16,6324.54
2020-11-16,Cucumber seeds,Seeds,27.4,59,1616.6,6324.54
2020-11-16,Rake,Farming Tools,43.01,90,3870.9,6324.54
2020-11-17,Triple superphosphate,Fertilizers,22.61,61,1379.21,6200.87
2020-11-17,Neonicotinoids,Pesticides,7.95,42,333.9,6200.87
2020-11-17,Wheat seeds,Seeds,15.69,19,298.11,6200.87
2020-11-17,Shovel,Farming Tools,49.29,85,4189.65,6200.87
2020-11-18,Urea,Fertilizers,20.41,55,1122.55,2417.37
2020-11-18,Neonicotinoids,Pesticides,6.14,36,221.04,2417.37
2020-11-18,Tomato seeds,Seeds,31.44,19,597.36,2417.37
2020-11-18,Wheelbarrow,Farming Tools,11.62,41,476.42,2417.37
2020-11-19,Potassium sulfate,Fertilizers,32.14,70,2249.8,7312.56
2020-11-19,Glyphosate (Roundup),Pesticides,32.54,15,488.1,7312.56
2020-11-19,Sunflower seeds,Seeds,41.1,63,2589.3,7312.56
2020-11-19,Hoe,Farming Tools,38.18,52,1985.36,7312.56
2020-11-20,Potassium chloride,Fertilizers,16.38,91,1490.58,10666.35
2020-11-20,Permethrin,Pesticides,41.24,65,2680.6,10666.35
2020-11-20,Bean seeds,Seeds,48.07,83,3989.81,10666.35
2020-11-20,Trowel,Farming Tools,32.12,78,2505.36,10666.35
2020-11-21,Potassium sulfate,Fertilizers,34.95,83,2900.85,8406.220000000001
2020-11-21,DDT,Pesticides,40.94,53,2169.82,8406.220000000001
2020-11-21,Lettuce seeds,Seeds,47.49,10,474.9,8406.220000000001
2020-11-21,Pruning shears,Farming Tools,44.01,65,2860.65,8406.220000000001
2020-11-22,Diammonium phosphate,Fertilizers,24.31,97,2358.07,4227.29
2020-11-22,Imidacloprid,Pesticides,6.19,35,216.65,4227.29
2020-11-22,Bean seeds,Seeds,23.87,28,668.36,4227.29
2020-11-22,Cultivators,Farming Tools,18.57,53,984.21,4227.29
2020-11-23,Ammonium sulfate,Fertilizers,8.7,56,487.2,4532.72
2020-11-23,Imidacloprid,Pesticides,38.08,35,1332.8,4532.72
2020-11-23,Lettuce seeds,Seeds,35.61,38,1353.18,4532.72
2020-11-23,Machete,Farming Tools,32.37,42,1359.54,4532.72
2020-11-24,Urea,Fertilizers,44.98,90,4048.2,8948.68
2020-11-24,Chlorpyrifos,Pesticides,10.66,92,980.72,8948.68
2020-11-24,Rice seeds,Seeds,34.42,74,2547.08,8948.68
2020-11-24,Machete,Farming Tools,38.13,36,1372.68,8948.68
2020-11-25,Urea,Fertilizers,45.98,33,1517.34,4343.66
2020-11-25,Neonicotinoids,Pesticides,16.22,66,1070.52,4343.66
2020-11-25,Lettuce seeds,Seeds,46.11,28,1291.08,4343.66
2020-11-25,Rake,Farming Tools,6.28,74,464.72,4343.66
2020-11-26,Potassium nitrate,Fertilizers,37.75,25,943.75,6292.98
2020-11-26,Chlorpyrifos,Pesticides,32.14,62,1992.68,6292.98
2020-11-26,Soybean seeds,Seeds,20.52,63,1292.76,6292.98
2020-11-26,Sprayers,Farming Tools,29.91,69,2063.79,6292.98
2020-11-27,Triple superphosphate,Fertilizers,20.71,13,269.23,3386.32
2020-11-27,Atrazine,Pesticides,26.02,24,624.48,3386.32
2020-11-27,Wheat seeds,Seeds,29.14,24,699.36,3386.32
2020-11-27,Pruning shears,Farming Tools,39.85,45,1793.25,3386.32
2020-11-28,Urea,Fertilizers,36.55,12,438.6,6145.87
2020-11-28,Malathion,Pesticides,46.25,64,2960.0,6145.87
2020-11-28,Bean seeds,Seeds,11.61,62,719.82,6145.87
2020-11-28,Sprayers,Farming Tools,49.45,41,2027.45,6145.87
2020-11-29,Superphosphate,Fertilizers,38.43,58,2228.94,5018.07
2020-11-29,Pyrethroids,Pesticides,17.7,77,1362.9,5018.07
2020-11-29,Rice seeds,Seeds,9.33,51,475.83,5018.07
2020-11-29,Rake,Farming Tools,21.12,45,950.4,5018.07
2020-11-30,Potassium sulfate,Fertilizers,7.15,17,121.55,6110.83
2020-11-30,Atrazine,Pesticides,44.55,29,1291.95,6110.83
2020-11-30,Lettuce seeds,Seeds,19.8,80,1584.0,6110.83
2020-11-30,Wheelbarrow,Farming Tools,37.51,83,3113.33,6110.83
2020-12-01,Urea,Fertilizers,18.59,46,855.14,7143.99
2020-12-01,Carbaryl (Sevin),Pesticides,36.7,12,440.4,7143.99
2020-12-01,Soybean seeds,Seeds,42.77,91,3892.07,7143.99
2020-12-01,Seed drills,Farming Tools,42.53,46,1956.38,7143.99
2020-12-02,Ammonium sulfate,Fertilizers,29.99,62,1859.38,8601.94
2020-12-02,Permethrin,Pesticides,38.18,18,687.24,8601.94
2020-12-02,Cucumber seeds,Seeds,45.92,82,3765.44,8601.94
2020-12-02,Pruning shears,Farming Tools,30.13,76,2289.88,8601.94
2020-12-03,Ammonium nitrate,Fertilizers,15.06,63,948.78,5701.02
2020-12-03,DDT,Pesticides,37.79,70,2645.3,5701.02
2020-12-03,Rice seeds,Seeds,16.05,40,642.0,5701.02
2020-12-03,Spade,Farming Tools,16.46,89,1464.94,5701.02
2020-12-04,Ammonium nitrate,Fertilizers,46.07,75,3455.25,7209.610000000001
2020-12-04,Atrazine,Pesticides,39.95,11,439.45,7209.610000000001
2020-12-04,Sunflower seeds,Seeds,13.63,69,940.47,7209.610000000001
2020-12-04,Fork,Farming Tools,25.26,94,2374.44,7209.610000000001
2020-12-05,Potassium chloride,Fertilizers,37.43,69,2582.67,7319.22
2020-12-05,Carbaryl (Sevin),Pesticides,37.85,75,2838.75,7319.22
2020-12-05,Tomato seeds,Seeds,30.1,53,1595.3,7319.22
2020-12-05,Plows,Farming Tools,6.05,50,302.5,7319.22
2020-12-06,Potassium nitrate,Fertilizers,32.63,83,2708.29,7134.3099999999995
2020-12-06,DDT,Pesticides,35.26,70,2468.2,7134.3099999999995
2020-12-06,Sunflower seeds,Seeds,24.19,48,1161.12,7134.3099999999995
2020-12-06,Wheelbarrow,Farming Tools,12.85,62,796.7,7134.3099999999995
2020-12-07,Calcium ammonium nitrate,Fertilizers,22.99,26,597.74,5344.58
2020-12-07,Permethrin,Pesticides,43.12,86,3708.32,5344.58
2020-12-07,Wheat seeds,Seeds,5.35,70,374.5,5344.58
2020-12-07,Rake,Farming Tools,31.62,21,664.02,5344.58
2020-12-08,Urea,Fertilizers,26.43,42,1110.06,3615.04
2020-12-08,Atrazine,Pesticides,26.57,27,717.39,3615.04
2020-12-08,Sunflower seeds,Seeds,24.21,37,895.77,3615.04
2020-12-08,Harrows,Farming Tools,20.74,43,891.82,3615.04
2020-12-09,Urea,Fertilizers,28.02,18,504.36,3317.8
2020-12-09,Malathion,Pesticides,14.72,74,1089.28,3317.8
2020-12-09,Soybean seeds,Seeds,5.13,55,282.15,3317.8
2020-12-09,Tractors,Farming Tools,20.31,71,1442.01,3317.8
2020-12-10,Ammonium sulfate,Fertilizers,26.55,51,1354.05,5433.6
2020-12-10,DDT,Pesticides,21.16,46,973.36,5433.6
2020-12-10,Corn seeds,Seeds,19.79,81,1602.99,5433.6
2020-12-10,Harrows,Farming Tools,18.79,80,1503.2,5433.6
2020-12-11,Potassium chloride,Fertilizers,44.9,59,2649.1,9582.74
2020-12-11,Chlorpyrifos,Pesticides,43.09,53,2283.77,9582.74
2020-12-11,Soybean seeds,Seeds,17.05,73,1244.65,9582.74
2020-12-11,Pruning shears,Farming Tools,37.42,91,3405.22,9582.74
2020-12-12,Ammonium sulfate,Fertilizers,8.91,31,276.21,2413.6000000000004
2020-12-12,DDT,Pesticides,12.79,19,243.01,2413.6000000000004
2020-12-12,Corn seeds,Seeds,8.61,43,370.23,2413.6000000000004
2020-12-12,Spade,Farming Tools,33.87,45,1524.15,2413.6000000000004
2020-12-13,Potassium nitrate,Fertilizers,23.07,100,2307.0,10515.26
2020-12-13,Chlorpyrifos,Pesticides,43.9,80,3512.0,10515.26
2020-12-13,Bean seeds,Seeds,45.93,41,1883.13,10515.26
2020-12-13,Plows,Farming Tools,40.77,69,2813.13,10515.26
2020-12-14,Diammonium phosphate,Fertilizers,30.09,80,2407.2,4582.09
2020-12-14,Permethrin,Pesticides,49.19,23,1131.37,4582.09
2020-12-14,Rice seeds,Seeds,17.02,29,493.58,4582.09
2020-12-14,Rake,Farming Tools,17.74,31,549.94,4582.09
2020-12-15,Ammonium sulfate,Fertilizers,17.27,85,1467.95,7953.79
2020-12-15,Permethrin,Pesticides,47.84,63,3013.92,7953.79
2020-12-15,Wheat seeds,Seeds,45.02,39,1755.78,7953.79
2020-12-15,Plows,Farming Tools,32.38,53,1716.14,7953.79
2020-12-16,Potassium nitrate,Fertilizers,10.17,94,955.98,7934.95
2020-12-16,Atrazine,Pesticides,40.31,99,3990.69,7934.95
2020-12-16,Corn seeds,Seeds,18.81,84,1580.04,7934.95
2020-12-16,Pruning shears,Farming Tools,24.28,58,1408.24,7934.95
2020-12-17,Urea,Fertilizers,42.8,16,684.8,4061.7200000000003
2020-12-17,Imidacloprid,Pesticides,23.81,50,1190.5,4061.7200000000003
2020-12-17,Soybean seeds,Seeds,19.94,55,1096.7,4061.7200000000003
2020-12-17,Pruning shears,Farming Tools,40.36,27,1089.72,4061.7200000000003
2020-12-18,Triple superphosphate,Fertilizers,10.22,35,357.7,2361.6400000000003
2020-12-18,Carbaryl (Sevin),Pesticides,15.02,36,540.72,2361.6400000000003
2020-12-18,Cucumber seeds,Seeds,23.99,54,1295.46,2361.6400000000003
2020-12-18,Wheelbarrow,Farming Tools,13.98,12,167.76,2361.6400000000003
2020-12-19,Superphosphate,Fertilizers,19.88,24,477.12,4616.18
2020-12-19,Permethrin,Pesticides,10.86,40,434.4,4616.18
2020-12-19,Soybean seeds,Seeds,11.1,59,654.9,4616.18
2020-12-19,Trowel,Farming Tools,31.12,98,3049.76,4616.18
2020-12-20,Ammonium sulfate,Fertilizers,45.23,52,2351.96,5234.84
2020-12-20,Permethrin,Pesticides,23.72,22,521.84,5234.84
2020-12-20,Lettuce seeds,Seeds,28.38,52,1475.76,5234.84
2020-12-20,Plows,Farming Tools,10.06,88,885.28,5234.84
2020-12-21,Diammonium phosphate,Fertilizers,21.5,87,1870.5,8116.360000000001
2020-12-21,Permethrin,Pesticides,42.43,82,3479.26,8116.360000000001
2020-12-21,Pea seeds,Seeds,24.52,90,2206.8,8116.360000000001
2020-12-21,Fork,Farming Tools,46.65,12,559.8,8116.360000000001
2020-12-22,Triple superphosphate,Fertilizers,41.43,29,1201.47,3154.13
2020-12-22,Glyphosate (Roundup),Pesticides,22.78,12,273.36,3154.13
2020-12-22,Tomato seeds,Seeds,13.68,45,615.6,3154.13
2020-12-22,Pruning shears,Farming Tools,48.35,22,1063.7,3154.13
2020-12-23,Ammonium sulfate,Fertilizers,13.69,36,492.84,3902.49
2020-12-23,Glyphosate (Roundup),Pesticides,10.63,65,690.95,3902.49
2020-12-23,Corn seeds,Seeds,10.56,17,179.52,3902.49
2020-12-23,Harrows,Farming Tools,25.91,98,2539.18,3902.49
2020-12-24,Calcium ammonium nitrate,Fertilizers,43.61,80,3488.8,8218.0
2020-12-24,Neonicotinoids,Pesticides,35.34,89,3145.26,8218.0
2020-12-24,Corn seeds,Seeds,23.68,44,1041.92,8218.0
2020-12-24,Wheelbarrow,Farming Tools,13.22,41,542.02,8218.0
2020-12-25,Calcium ammonium nitrate,Fertilizers,34.42,16,550.72,5427.32
2020-12-25,Imidacloprid,Pesticides,10.8,60,648.0,5427.32
2020-12-25,Rice seeds,Seeds,5.51,10,55.1,5427.32
2020-12-25,Hand cultivator,Farming Tools,49.1,85,4173.5,5427.32
2020-12-26,Potassium nitrate,Fertilizers,18.72,73,1366.56,4152.37
2020-12-26,Atrazine,Pesticides,5.96,50,298.0,4152.37
2020-12-26,Lettuce seeds,Seeds,47.19,39,1840.41,4152.37
2020-12-26,Plows,Farming Tools,8.3,78,647.4,4152.37
2020-12-27,Triple superphosphate,Fertilizers,22.93,28,642.04,6423.25
2020-12-27,Neonicotinoids,Pesticides,48.63,92,4473.96,6423.25
2020-12-27,Soybean seeds,Seeds,18.65,21,391.65,6423.25
2020-12-27,Hand weeder,Farming Tools,10.9,84,915.6,6423.25
2020-12-28,Ammonium nitrate,Fertilizers,17.64,48,846.72,2455.29
2020-12-28,Malathion,Pesticides,42.84,25,1071.0,2455.29
2020-12-28,Corn seeds,Seeds,8.52,30,255.6,2455.29
2020-12-28,Wheelbarrow,Farming Tools,7.23,39,281.97,2455.29
2020-12-29,Ammonium sulfate,Fertilizers,33.05,31,1024.55,5837.4400000000005
2020-12-29,Atrazine,Pesticides,7.92,88,696.96,5837.4400000000005
2020-12-29,Tomato seeds,Seeds,16.54,31,512.74,5837.4400000000005
2020-12-29,Hoe,Farming Tools,45.61,79,3603.19,5837.4400000000005
2020-12-30,Potassium chloride,Fertilizers,40.66,14,569.24,6058.01
2020-12-30,Neonicotinoids,Pesticides,30.9,56,1730.4,6058.01
2020-12-30,Sunflower seeds,Seeds,29.53,18,531.54,6058.01
2020-12-30,Machete,Farming Tools,37.09,87,3226.83,6058.01
2020-12-31,Superphosphate,Fertilizers,6.49,89,577.61,6312.0
2020-12-31,Malathion,Pesticides,21.89,51,1116.39,6312.0
2020-12-31,Lettuce seeds,Seeds,46.0,66,3036.0,6312.0
2020-12-31,Trowel,Farming Tools,31.64,50,1582.0,6312.0
2021-01-01,Urea,Fertilizers,13.48,50,674.0,7511.23
2021-01-01,Atrazine,Pesticides,36.76,74,2720.24,7511.23
2021-01-01,Pea seeds,Seeds,48.69,49,2385.81,7511.23
2021-01-01,Machete,Farming Tools,26.23,66,1731.18,7511.23
2021-01-02,Potassium chloride,Fertilizers,5.08,65,330.2,2794.55
2021-01-02,Malathion,Pesticides,16.35,57,931.95,2794.55
2021-01-02,Soybean seeds,Seeds,14.35,90,1291.5,2794.55
2021-01-02,Fork,Farming Tools,21.9,11,240.9,2794.55
2021-01-03,Diammonium phosphate,Fertilizers,12.69,25,317.25,2527.0
2021-01-03,Chlorpyrifos,Pesticides,29.65,33,978.45,2527.0
2021-01-03,Bean seeds,Seeds,16.65,26,432.9,2527.0
2021-01-03,Wheelbarrow,Farming Tools,24.95,32,798.4,2527.0
2021-01-04,Ammonium nitrate,Fertilizers,31.2,25,780.0,8450.59
2021-01-04,Atrazine,Pesticides,39.85,73,2909.05,8450.59
2021-01-04,Rice seeds,Seeds,48.22,58,2796.76,8450.59
2021-01-04,Tractors,Farming Tools,31.69,62,1964.78,8450.59
2021-01-05,Diammonium phosphate,Fertilizers,43.08,28,1206.24,4082.25
2021-01-05,Atrazine,Pesticides,12.84,42,539.28,4082.25
2021-01-05,Pea seeds,Seeds,38.04,52,1978.08,4082.25
2021-01-05,Fork,Farming Tools,7.97,45,358.65,4082.25
2021-01-06,Urea,Fertilizers,28.69,75,2151.75,6053.4
2021-01-06,Carbaryl (Sevin),Pesticides,25.92,63,1632.96,6053.4
2021-01-06,Corn seeds,Seeds,33.49,33,1105.17,6053.4
2021-01-06,Tractors,Farming Tools,32.32,36,1163.52,6053.4
2021-01-07,Triple superphosphate,Fertilizers,27.6,29,800.4,8813.52
2021-01-07,Malathion,Pesticides,21.19,52,1101.88,8813.52
2021-01-07,Cucumber seeds,Seeds,48.16,77,3708.32,8813.52
2021-01-07,Plows,Farming Tools,38.13,84,3202.92,8813.52
2021-01-08,Calcium ammonium nitrate,Fertilizers,43.29,17,735.93,2404.96
2021-01-08,Atrazine,Pesticides,16.01,11,176.11,2404.96
2021-01-08,Corn seeds,Seeds,48.87,24,1172.88,2404.96
2021-01-08,Hoe,Farming Tools,11.43,28,320.04,2404.96
2021-01-09,Diammonium phosphate,Fertilizers,42.07,75,3155.25,11019.56
2021-01-09,Glyphosate (Roundup),Pesticides,32.13,86,2763.18,11019.56
2021-01-09,Soybean seeds,Seeds,49.17,90,4425.3,11019.56
2021-01-09,Seed drills,Farming Tools,35.57,19,675.83,11019.56
2021-01-10,Diammonium phosphate,Fertilizers,24.26,35,849.1,5962.22
2021-01-10,Pyrethroids,Pesticides,17.09,76,1298.84,5962.22
2021-01-10,Cucumber seeds,Seeds,32.18,55,1769.9,5962.22
2021-01-10,Pruning shears,Farming Tools,26.21,78,2044.38,5962.22
2021-01-11,Calcium ammonium nitrate,Fertilizers,34.24,71,2431.04,6256.8
2021-01-11,Glyphosate (Roundup),Pesticides,37.58,19,714.02,6256.8
2021-01-11,Corn seeds,Seeds,41.38,10,413.8,6256.8
2021-01-11,Machete,Farming Tools,27.53,98,2697.94,6256.8
2021-01-12,Calcium ammonium nitrate,Fertilizers,12.66,99,1253.34,4804.03
2021-01-12,DDT,Pesticides,24.62,69,1698.78,4804.03
2021-01-12,Cucumber seeds,Seeds,42.56,11,468.16,4804.03
2021-01-12,Shovel,Farming Tools,30.75,45,1383.75,4804.03
2021-01-13,Potassium chloride,Fertilizers,23.3,41,955.3,4234.54
2021-01-13,Permethrin,Pesticides,15.44,37,571.28,4234.54
2021-01-13,Cucumber seeds,Seeds,29.64,71,2104.44,4234.54
2021-01-13,Hand weeder,Farming Tools,7.36,82,603.52,4234.54
2021-01-14,Calcium ammonium nitrate,Fertilizers,8.1,67,542.7,2593.95
2021-01-14,Permethrin,Pesticides,19.31,25,482.75,2593.95
2021-01-14,Bean seeds,Seeds,46.85,18,843.3,2593.95
2021-01-14,Seed drills,Farming Tools,10.36,70,725.2,2593.95
2021-01-15,Triple superphosphate,Fertilizers,27.58,92,2537.36,4570.650000000001
2021-01-15,Glyphosate (Roundup),Pesticides,11.43,15,171.45,4570.650000000001
2021-01-15,Soybean seeds,Seeds,21.36,79,1687.44,4570.650000000001
2021-01-15,Tractors,Farming Tools,17.44,10,174.4,4570.650000000001
2021-01-16,Urea,Fertilizers,8.32,18,149.76,2992.21
2021-01-16,Pyrethroids,Pesticides,11.69,37,432.53,2992.21
2021-01-16,Lettuce seeds,Seeds,20.6,82,1689.2,2992.21
2021-01-16,Machete,Farming Tools,30.03,24,720.72,2992.21
2021-01-17,Potassium sulfate,Fertilizers,18.01,12,216.12,3467.15
2021-01-17,Permethrin,Pesticides,46.45,57,2647.65,3467.15
2021-01-17,Soybean seeds,Seeds,6.08,37,224.96,3467.15
2021-01-17,Shovel,Farming Tools,22.26,17,378.42,3467.15
2021-01-18,Calcium ammonium nitrate,Fertilizers,22.96,75,1722.0,4308.01
2021-01-18,Carbaryl (Sevin),Pesticides,22.77,47,1070.19,4308.01
2021-01-18,Sunflower seeds,Seeds,8.58,99,849.42,4308.01
2021-01-18,Hoe,Farming Tools,47.6,14,666.4,4308.01
2021-01-19,Ammonium nitrate,Fertilizers,25.17,74,1862.58,6315.99
2021-01-19,Glyphosate (Roundup),Pesticides,38.62,46,1776.52,6315.99
2021-01-19,Cucumber seeds,Seeds,23.27,19,442.13,6315.99
2021-01-19,Shovel,Farming Tools,33.86,66,2234.76,6315.99
2021-01-20,Urea,Fertilizers,20.26,11,222.86,7035.71
2021-01-20,Neonicotinoids,Pesticides,36.71,16,587.36,7035.71
2021-01-20,Soybean seeds,Seeds,37.91,72,2729.52,7035.71
2021-01-20,Hand weeder,Farming Tools,47.89,73,3495.97,7035.71
2021-01-21,Urea,Fertilizers,36.92,54,1993.68,9752.68
2021-01-21,Imidacloprid,Pesticides,31.79,91,2892.89,9752.68
2021-01-21,Pea seeds,Seeds,21.71,82,1780.22,9752.68
2021-01-21,Hand weeder,Farming Tools,35.47,87,3085.89,9752.68
2021-01-22,Superphosphate,Fertilizers,8.97,14,125.58,4563.639999999999
2021-01-22,Chlorpyrifos,Pesticides,14.56,83,1208.48,4563.639999999999
2021-01-22,Rice seeds,Seeds,22.47,64,1438.08,4563.639999999999
2021-01-22,Sickles,Farming Tools,35.83,50,1791.5,4563.639999999999
2021-01-23,Ammonium sulfate,Fertilizers,8.42,38,319.96,3669.04
2021-01-23,Malathion,Pesticides,10.77,61,656.97,3669.04
2021-01-23,Pea seeds,Seeds,28.83,31,893.73,3669.04
2021-01-23,Hoe,Farming Tools,18.54,97,1798.38,3669.04
2021-01-24,Potassium sulfate,Fertilizers,22.45,30,673.5,7522.32
2021-01-24,Malathion,Pesticides,32.16,92,2958.72,7522.32
2021-01-24,Rice seeds,Seeds,27.55,97,2672.35,7522.32
2021-01-24,Harrows,Farming Tools,48.71,25,1217.75,7522.32
2021-01-25,Ammonium nitrate,Fertilizers,45.69,60,2741.4,9727.42
2021-01-25,Neonicotinoids,Pesticides,47.92,79,3785.68,9727.42
2021-01-25,Corn seeds,Seeds,31.06,89,2764.34,9727.42
2021-01-25,Rake,Farming Tools,17.44,25,436.0,9727.42
